Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Dominica,DMA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.336,216.353,1287.117,2130.527,2706.246,3171.955,3615.662,4162.045,4712.095,4954.117,5610.51,6270.57,7260.66,8555.111,9006.152,9783.556,10285.935,10190.593,10604.964,10597.63,10674.637,10612.298,10076.916,10388.611,9303.179,9328.848,8921.811,10128.254,8514.774,7979.392,7594.357,6420.917,6534.594,6593.266
Dominican Republic,DOM,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.385,238.355,473.043,590.387,1004.758,927.751,993.757,1496.136,1679.486,1991.181,2038.852,2005.849,2027.851,1914.174
Algeria,DZA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,451.041,689.396,605.055,1191.775,1778.495,1851.835,1793.163,1884.838,2478.892,135.679,674.728,3138.952,3149.953,2453.223,4462.739,6068.885,3608.328,23875.837,8173.743,25500.318,11173.349,7176.319,16622.511,30535.109,27722.52,33113.01,40149.983,39005.879,36703.003,38939.873,38459.496,31957.905,36127.284,37418.068,47260.296,50608.267,39038.882,54685.971,50963.966,39742.946,41063.066,44689.729,44062.672,41242.749,61260.902,49346.819,51117.98,51591.023,54938.994,53409.855,56768.827,64168.833,65503.621,73893.717,78833.166,78741.491
East Asia & Pacific (excluding high income),EAP,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,6909.800211,8016.728293,7782.497778,7586.046377,7506.710235,8436.076474,8930.982886,9214.326252,9297.440306,9063.20979,8160.288932,10437.05463,11999.9829,15415.13144,18856.57926,23590.44853,26840.28735,31720.68115,35669.32924,36725.05723,41297.37382,39734.44555,42451.52055,42329.36323,56721.7169,63469.98355,63969.71806,70414.44227,70314.49537,73831.14557,94027.82295,104069.2346,116188.1003,135421.5791,146960.188,172981.0773,186897.5696,195052.0811,169475.2272,213801.5592,200799.3159,229048.8736,222649.1304,249545.747,263185.7527,280685.5113,310398.6048,343694.9646,370458.8676,404485.152,447381.1266,495552.4655,536877.9962,580279.0197,616583.5537,668375.0239,693937.1318
Early-demographic dividend,EAR,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,47221.15222,50274.3579,58679.05951,67492.32436,72616.21353,79841.42368,85518.06117,95436.63033,106252.263,106865.5913,109968.7166,127484.4396,139050.2176,143631.6753,147778.3294,152131.8719,191191.6454,199925.1982,248617.0708,266454.1442,246123.3117,259765.5884,348131.0587,367641.615,396466.2101,430339.5927,461260.3097,530958.7595,563694.0403,618752.6966,610263.6562,666729.6992,713985.0504,729433.8877,777428.6824,805407.5226,836119.9524,900979.3532,875434.1078,898407.3745,972879.0508,1037035.742,1119302.631,1188762.279,1258000.718,1297368.304,1352468.432,1384398.817,1478348.428,1536786.792,1548275.462,1562035.945,1614695.523,1755578.478,1796097.574
East Asia & Pacific,EAS,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,10875.7805,11757.60054,12202.27902,13050.18291,13856.63371,14516.11451,15311.25993,16464.40922,21039.32174,25432.5972,29498.23856,36754.58931,45768.25024,54331.41428,63211.04308,75921.757,94380.96018,102489.9042,115889.3944,115833.5477,123190.293,127535.4401,162989.3219,182418.39,186026.3809,199910.162,208452.8884,219952.9971,253331.8129,268612.9548,287560.204,314791.1443,340724.144,375697.3441,407112.5548,430323.2069,408758.622,468760.9012,469788.3122,509577.4755,515300.0446,552316.3028,576307.64,597629.1814,657646.1905,722778.16,760302.5999,786416.97,867208.4176,958382.2878,1016039.144,1070728.096,1107329.779,1138530.049,1178161.83
Europe & Central Asia (excluding high income),ECA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,879682.5197,936678.9913,979885.8185,1052270.576,1115019.983,1197910.1,1297341.266,1422519.264,1376550.158,1585890.661,1696430.756,1706963.303,1757853.399,1766760.117,1262888.906,1218097.387,1120833.061,1093091.789,1108579.927,1074468.355,1067241.296,1097278.425,1111274.088,1135709.26,1134335.543,1205676.495,1232294.104,1255230.004,1274133.381,1312518.141,1323733.32,1217910.305,1351053.761,1395822.489,1361779.563,1346962.134,1342627.658,1265736.715,1270486.976
Europe & Central Asia,ECS,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,1404203.549,1484787.446,1527524.457,1609759.029,1648544.737,1742249.677,1849768.766,1991986.073,1941780.33,2140530.303,2247599.103,2310428.476,2371303.455,2407678.898,1950177.112,1934532.047,1837013.231,1867820.102,1960344.007,1912903.418,1934419.136,1993052.205,2030760.173,2084162.889,2082613.701,2194505.633,2243408.327,2288533.954,2295538.495,2323449.233,2361728.713,2191534.293,2396643.692,2336903.555,2281275.177,2252603.298,2146805.573,2407395.611,2467113.858
Ecuador,ECU,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,33.003,33.003,33.003,33.003,40.337,66.006,66.006,73.34,73.34,95.342,95.342,84.341,73.34,132.012,172.349,201.685,194.351,187.017,190.684,95.342,190.684,363.033,509.713,601.388,465.709,535.382,484.044,465.709,495.045,451.041,462.042,432.706,473.043,480.377,476.71,931.418,1136.77,894.748,762.736,891.081,777.404,1345.789,1455.799,2405.552,2636.573,2783.253,3278.298,2867.594,2999.606
"Egypt, Arab Rep.",EGY,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,99.009,95.342,106.343,106.343,106.343,135.679,165.015,161.348,135.679,168.682,80.674,88.008,729.733,2097.524,3080.28,5533.503,3080.28,3663.333,4085.038,4202.382,5353.82,6886.626,8049.065,9992.575,11532.715,12321.12,13025.184,14917.356,16131.133,18525.684,20175.834,26032.033,27729.854,25082.28,26314.392,31649.877,40751.371,43395.278,53013.819,58261.296,57670.909,68679.243,73893.717,81194.714,83380.246,81854.774,82016.122,92756.765,92995.12,90472.224,81766.766,84219.989,94901.96
Euro area,EMU,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,3.667,3.667,7.334,14.668,7.334,3.667,128.345,165.015,817.741,1628.148,2159.863,2071.855,2541.231,3314.968,3069.279,3091.281,3509.319,3989.696,4411.401,4792.769,5042.125,4789.102,5386.823,5027.457,5489.499,7513.683,10131.921,11382.368,12823.499,13410.219,13153.529,14422.311,17685.941,19794.466,25900.021,26589.417,30436.1,34858.502,37561.081,42947.904,48906.779,57652.574,68352.88,71535.836,72793.617,79955.268,71513.834,71297.481,66273.691,65444.949,59922.447,54201.927,56200.442,57348.213
Estonia,EST,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.816,814.074,1169.773,1334.788,1470.467,1430.13,1356.79,1320.12,1514.471,1628.148,1364.124,1558.475,1774.828,1829.833,1851.835,1840.834,1763.827,1202.776,1287.117,1151.438,1250.447,1272.449,997.424,894.748,979.089
Ethiopia,ETH,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
European Union,EUU,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582217.4313,566362.8323,577325.6898,570781.7977,620184.5067,674024.5628,655907.5401,674934.2136,690157.0225,708444.9744,733763.6442,739041.2767,777296.7614,797664.8943,825515.7986,824313.9979,810245.2118,824582.2898,775010.7674,832561.2174,765591.149,751448.8582,738034.2632,650729.139,694189.837,731992.5481
Fragile and conflict affected situations,FCS,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,52967.24579,67134.83982,67775.4793,74598.98143,78219.61521,88713.42453,87954.41643,85106.62064,96198.40226,100863.4956,115548.0954,115562.021,124516.2151,124739.0255,129348.4162,134322.8209,91991.74881,110179.527,124702.6374,131869.2998,139767.9921,146270.4052,166830.5023,162998.6425,136496.4513,148306.6413,144244.7483,149769.285,156039.2865,167194.004,178701.8335,178018.3488,179000.432,175657.7451,188606.2277,179202.4249,178582.2074,179000.1801,181229.3678,191754.8279,185098.7341
Finland,FIN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869.079,1419.129,1525.472,1719.823,1870.17,1881.171,1767.494,1404.461,1323.787,1283.45,1463.133,1862.836,2262.539,2995.939,3208.625,4264.721,4998.121,5284.147,5478.498,5687.517,6288.905,6501.591,6794.951,6655.605,7638.361,7645.695,7858.381,8511.107,8456.102,9376.519,9068.491,8261.751,8899.809,8547.777,8844.804,7979.392,8789.799,7697.033,6882.959,6541.928,5757.19,5122.799,4715.762
Fiji,FJI,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,0,0,0,0,0,0
France,FRA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,5691.184,7931.721,9325.181,9592.872,10047.58,10080.583,10601.297,12071.764,14312.301,16604.176,18881.383,22321.029,26457.405,31129.163,32375.943,36079.613,38774.858,40399.339,43945.328,48507.076,49137.8,50131.557,48338.394,53149.498,53673.879,55870.412,55723.732,52650.786,52412.431,54040.579,59621.753,65316.604,65180.925,66666.06,63637.118,67740.491,74861.805,71774.191,76526.623,78026.426,81917.113,85998.484,85851.804,90050.519,91953.692,93963.208,90747.249,88147.346,91348.637,88088.674,97428.523,84839.712,87534.957,89339.121,74652.786,,
Faroe Islands,FRO,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia, Fed. Sts.",FSM,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,14.668,14.668,18.335,18.335,18.335,22.002,22.002,33.003,47.671,47.671,36.67,179.683,198.018,909.416,1052.429,311.695,95.342,99.009,69.673,55.005,29.336,135.679,220.02,179.683,77.007,95.342,172.349,220.02,337.364,176.016,205.352,209.019,198.018,205.352,194.351,256.69,242.022,249.356,231.021,231.021,234.688,245.689,256.69,271.358,267.691,278.692,289.693,311.695,348.365,462.042,619.723,696.73,715.065,704.064,1019.426,1019.426,1023.093
United Kingdom,GBR,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,150.347,150.347,216.353,289.693,513.38,1686.82,1650.15,2779.586,6270.57,12262.448,23124.102,37256.72,52702.124,57040.185,68217.201,71440.494,74099.069,79075.188,81590.75,89265.781,88495.711,89680.152,93391.156,97248.84,99691.062,108029.82,108356.183,107597.114,105950.631,104795.526,108110.494,116529.926,116152.225,132331.029,137919.537,149144.224,173977.148,174567.535,181802.526,192840.196,200174.196,198454.373,196635.541,196697.88,200980.936,195759.128,185660.21,187724.731,194446.342,178879.927,194259.325,161109.645,152044.821,150666.029,137281.479,141322.513,158960.783
Georgia,GEO,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9064.824,6901.294,4576.416,1690.487,1452.132,1752.826,1745.492,1580.477,2181.865,1859.169,1554.808,1767.494,2383.55,2794.254,3644.998,3289.299,2478.892,2486.226,2324.878,3454.314,3773.343,3531.321,4198.715,4616.753,4330.727
Ghana,GHA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.001,810.407,1584.144,803.073,601.388,1279.783,2442.222,1419.129
Gibraltar,GIB,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",GMB,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667
Guinea-Bissau,GNB,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620.814,2291.875,2599.903,3446.98,4382.065,4283.056,3410.31,4730.43,4503.076,4609.419,5328.151,5137.467,4873.443,4404.067,3516.653,3402.976
Greece,GRC,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.353,157.681,172.349,165.015,205.352,234.688,264.024,308.028,315.362,311.695,289.693,212.686,110.01,99.009,113.677,392.369,1661.151,2790.587,3905.355,3854.017,4125.375,4642.422,5104.464,5390.49,6292.572,7704.367,8030.73,6805.952,7407.34,9097.827,8386.429,7411.007,5691.184,6131.224,7994.06
Grenada,GRD,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,GRL,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,GTM,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.336,58.672,62.339,33.003,0,22.002,36.67,25.669,18.335,18.335,14.668,18.335,18.335,18.335,22.002,22.002,22.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guam,GUM,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,HIC,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,765328.8992,780263.7268,835649.6451,883636.6305,948856.5725,987921.1854,1069945.675,1132833.312,1233377.054,1353956.02,1451253.854,1545147.534,1629907.212,1660076.658,1648250.844,1602741.349,1674851.098,1657927.667,1718086.519,1806479.692,1836172.178,1834591.514,1721183.822,1683509.144,1790769.505,1811959.108,1772296.385,1842565.669,1914478.983,2027197.043,2138859.083,2239284.919,2279205.379,2378210.068,2433240.115,2501216.675,2608428.527,2628647.788,2638659.424,2755374.435,2876144.228,2831128.792,2918549.858,2964645.34,3010976.735,3057027.983,3085573.637,3195432.383,3264583.305,3182811.518,3389443.312,3405753.439,3489227.95,3528860.466,3513526.457,3771802.261,3882613.384
"Hong Kong SAR, China",HKG,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.005,3146.286,4917.447,4613.086,5086.129,4587.417,4697.427,4576.416,2922.599,4224.384,4220.717,4462.739,3854.017,4576.416,5177.804,6483.256,5273.146,4888.111,4759.766,4649.756,6087.22,6241.234
Honduras,HND,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavily indebted poor countries (HIPC),HPC,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4825.772,5093.463,4792.769,4429.736,4965.118,5144.801,4946.783,5016.456,5060.46,5302.482,5427.16,5397.824,5628.845,5427.16,5383.156,6186.229,5900.203,5504.167,6028.548,5885.535,5526.169,5225.475,4624.087,4767.1,4972.452
Haiti,HTI,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1012.092,927.751,957.087,1349.456,1719.823,2343.213,3201.291,4136.376,5331.818,6373.246,6270.57,7000.303,7656.696,9050.156,9578.204,11041.337,13527.563,14194.957,15511.41,16622.511,17916.962,18342.334,19116.071,18606.358,19163.742,18195.654,19303.088,19163.742,18965.724,19310.422,20414.189,20241.84,17795.951,19149.074,19339.758,21011.91,23446.798,22236.688,22390.702,22684.062,22115.677,24532.23,24759.584,27223.808,26824.105,27700.518,26241.052,24517.562,24187.532,20960.572,22482.377,21422.614,19185.744,17645.604,15991.787,17154.226,18386.338
IBRD only,IBD,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,180061.9258,223328.5305,272189.0699,319358.8205,378140.5181,433410.4686,477763.8848,524104.8033,564813.6897,612286.8028,605817.4276,667529.8434,704041.7432,755233.7811,808477.7813,879105.2985,959559.9001,1014795.374,1098066.339,1158144.473,1219735.031,1269040.052,1335681.095,1435110.146,1566159.857,1689455.361,1668493.73,1882345.946,2000909.875,2076019.74,2110898.322,2139950.766,1692822.43,1691182.508,1641368.452,1694499.346,1751153.329,1733365.398,1737802.474,1826758.324,1838937.56,1915691.766,1948470.017,2091759.188,2185272.997,2304229.186,2395635.232,2495517.594,2572315.238,2554703.832,2797378.32,2893565.105,2917103.496,2995155.181,3060772.963,3081894.583,3159443.549
IDA & IBRD total,IBT,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,194103.5936,240634.5645,293336.5233,344521.7012,408360.0688,468419.846,516774.2636,567522.7086,612078.4012,665150.8659,655791.3738,722430.6023,756241.0451,812062.313,870315.5256,945730.473,1032653.994,1100527.711,1186195.229,1247917.352,1315957.412,1381211.01,1453731.205,1553702.46,1694286.713,1829950.126,1811918.195,2039066.608,2170212.729,2256573.097,2295773.142,2332465.894,1862231.138,1867817.474,1815099.043,1871965.989,1937963.413,1926045.099,1947552.9,2044869.905,2060537.556,2140950.039,2190953.488,2355822.296,2462168.249,2582779.7,2684587.508,2789692.168,2871065.707,2841031.521,3106883.628,3226797.77,3249297.489,3316034.908,3391541.798,3423167.189,3488445.554
IDA total,IDA,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182691.7677,192232.1211,189592.0233,193247.1587,204190.2026,212325.0315,234655.8365,243545.1858,247842.6305,250829.8317,272730.5334,297722.0765,312384.5661,311734.9309,323248.4649,327730.5318,331930.8,316016.6167,340764.9359,369630.5251,367723.1905,351083.6826,362522.7234,375799.3787,357918.1251
IDA blend,IDB,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123822.6034,131686.859,129475.1635,128949.532,134994.294,138900.1403,152598.9053,158384.8949,160451.031,162042.6624,175759.8526,194073.7393,200439.0696,198835.5895,202933.3721,205565.3471,209232.5548,189569.2212,199602.6046,223982.0722,225607.908,211370.7507,216514.5239,217014.781,203507.8379
Indonesia,IDN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,4671.758,4932.115,5196.139,5375.822,5247.477,6061.551,6076.219,6127.557,6314.574,5001.788,2302.876,2713.58,1998.515,3146.286,3274.631,5111.798,5647.18,6629.936,7876.716,7389.005,12174.44,13410.219,15529.745,13659.575,24407.552,27095.463,22885.747,27033.124,23391.793,24975.937,44099.342,43530.957,52416.098,57707.579,60358.82,64627.208,79056.853,82107.797,48067.036,83721.277,48631.754,61213.231,59812.437,62713.034,61935.63,54495.287,57472.891,57124.526,60362.487,64594.205,73791.041,81620.086,80127.617,64806.891,62467.345,94329.908,91260.629
IDA only,IDX,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,3.667,11.001,11.001,22.002,282.359,311.695,487.711,751.735,997.424,924.084,1085.432,1206.443,1169.773,1360.457,1734.491,2295.542,2482.559,2742.916,3032.609,2489.893,2885.929,4363.73,5247.477,6175.228,7205.655,10318.938,12786.829,15218.05,18533.018,21114.586,23582.477,27278.813,27018.456,29024.305,39082.886,39779.616,46061.187,47634.33,42350.183,43908.658,43604.297,47172.288,50028.881,49625.511,50479.922,49482.498,52738.794,63098.069,91245.961,100318.119,91443.979,78151.104,101883.928,92694.426,98994.332,95829.711
Not classified,INX,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.335,1056.096,1686.82,2570.567,3795.345,4066.703,4312.392,4459.072,3113.283,3083.947,3725.672,4202.382,4290.39,4396.733,4349.062,4939.449,5023.79,5346.486,6072.552,6347.577,6417.25,6864.624,7869.382,8206.746,8426.766,8364.427,8349.759,7946.389,9013.486,9706.549,10315.271,9754.22,10744.31,9453.526,9211.504,8800.8,8525.775,8595.448,9713.883
"Iran, Islamic Rep.",IRN,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1840.834,1903.173,2038.852,2207.534,2310.21,2379.883,2684.244,2841.925,3039.943,9028.154,20575.537,18041.64,17480.589,19204.079,24194.866,22907.749,22852.744,20461.86,18848.38,24070.188,13292.875,12152.438,12636.482,16046.792,25159.287,27414.492,28565.93,30626.784,38426.493,42625.208,40047.307,49658.514,52691.123,60740.188,73347.334,81642.088,81312.058,90989.271,98733.975,114381.064,120545.291,127758.28,143933.417,158597.75,179044.942,200324.543,221721.488,236712.184,247078.793,261277.417,277448.887,293503.013,292512.923,295175.165,335281.144,357063.124,381015.968
Iraq,IRQ,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1158.772,1224.778,1239.446,1393.46,1459.466,953.42,1041.428,891.081,931.418,1463.133,1507.137,1778.495,1796.83,2324.878,1554.808,2497.227,3465.315,2266.206,2346.88,3366.306,2464.224,656.393,667.394,656.393,924.084,1540.14,575.719,1921.508,2896.93,2482.559,3692.669,3531.321,4360.063,4899.112,6090.887,6090.887,6226.566,5859.866,5518.835,5947.874,5892.869,5163.136,4301.391,2918.932,1870.17,12449.465,11969.088,12038.761,15262.054,16714.186,14829.348,13919.932,13164.53,13069.188,12643.816,12995.848,14297.633
Iceland,ISL,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
