Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Central Europe and the Baltics,CEB,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,53016.40838,57589.9755,65890.3737,73039.92647,81698.10046,91232.82513,98960.78208,110988.0114,126062.2978,143545.6078,164427.7878,181004.7325,192709.9636,214540.2494,219566.9991,233019.3687,252512.186,274551.1743,299130.3708,294354.064,284878.9687,260949.7316,265606.7797,263549.569,253388.7367,254205.658,262070.7624,272034.818,251522.3397,252542.0006,224158.455,190056.4598,173914.809,189594.901,175711.639,181894.201,181223.14,179503.317,179459.313,169580.415,157105.281,169562.08,169257.719,170354.152,171597.265,174956.237,180889.443,182953.964,183665.362,173390.428,174050.488,171391.913,166129.768,155576.142,157475.648,166129.768,176467.041
Switzerland,CHE,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11129.345,12610.813,16043.125,19908.143,20835.894,23930.842,25804.679,27722.52,31437.191,33494.378,35661.575,37674.758,38565.839,41807.467,37080.704,35261.872,36739.673,36904.688,37938.782,35324.211,35144.528,32632.633,30454.435,33589.72,32309.937,32797.648,35412.219,33153.347,33641.058,31869.897,34917.174,35019.85,35452.556,33457.708,33901.415,31470.194,32082.583,34011.425,34150.771,32958.996,31132.83,34664.151,32683.971,31862.563,31825.893,32511.622,33230.354,29431.342,31440.858,32973.664,29438.676,28184.562,28477.922,30531.442,26629.754,26450.071,24884.262
Channel Islands,CHI,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,6930.63,7223.99,8338.758,9101.494,9816.559,10190.593,11441.04,11496.045,12845.501,13344.213,14411.31,15295.057,16299.815,15434.403,14836.682,12889.505,13762.251,14095.948,14557.99,15434.403,15456.405,15764.433,14114.283,13611.904,13699.912,13256.205,14132.618,14627.663,16314.483,17935.297,18540.352,19130.739,20835.894,22838.076,24253.538,26857.108,29280.995,31077.825,31235.506,32181.592,30652.453,28488.923,30348.092,29611.025,31349.183,33853.744,35764.251,47263.963,47590.326,44968.421,43494.287,45665.151,45199.442,45951.177,43853.653,44389.035,46101.524
China,CHN,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,23010.425,22354.032,21781.98,23289.117,27751.856,35027.184,44583.386,42533.533,48690.426,66904.415,94722.277,120189.592,138440.251,158949.782,182722.943,204358.243,239180.075,257694.758,282223.321,278655.33,273426.188,256583.657,258021.121,263987.33,271673.362,284826.891,303315.905,321786.584,343410.883,354730.912,330561.715,356318.723,386109.431,428899.654,424059.214,468613.264,511040.454,558418.094,559719.879,597240.623,649216.681,659839.98,653620.748,727694.148,839779.67,850868.678,899269.411,904450.882,970911.59,952294.231,1093466.397,1124778.91,1177675.385,1235632.32,1264106.575,1328664.11,1336397.813
Cote d'Ivoire,CIV,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,462.042,553.717,586.72,623.39,762.736,1173.44,1239.446,1360.457,1598.812,1892.172,2244.204,2456.89,2713.58,2878.595,3245.295,3989.696,3964.027,4055.702,4818.438,5423.493,5573.84,3868.685,5559.172,4521.411,5137.467,6989.302,5581.174,7356.002,8811.801,8272.752,4785.435,4312.392,3846.683,5097.13,4136.376,6028.548,6483.256,5610.51,4950.45,3553.323,4048.368,4778.101,4286.723,2783.253,4352.729,4165.712,3681.668,3652.332,3556.99,2731.915,3028.942,3351.638,5078.795,5782.859,5962.542,5551.838,3560.657
Cameroon,CMR,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,267.691,278.692,289.693,300.694,337.364,311.695,344.698,458.375,502.379,572.052,619.723,737.067,773.737,803.073,865.412,1041.428,942.419,1386.126,1826.166,1584.144,3652.332,5082.462,6076.219,6281.571,6054.217,6472.255,1991.181,1840.834,1910.507,7326.666,366.7,-161.348,2471.558,2629.239,2647.574,2977.604,3468.982,2904.264,2838.258,2654.908,2988.605,2933.6,2951.935,3322.302,3443.313,3197.624,3362.639,4576.416,4330.727,5588.508,5687.517,5302.482,4880.777,3736.673,5298.815,6182.562,5969.876
"Congo, Dem. Rep.",COD,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1180.774,1232.112,1235.779,1353.123,920.417,1169.773,1364.124,1195.442,2482.559,2603.57,1716.156,1859.169,1932.509,2097.524,2225.869,2255.205,2211.201,2354.214,2460.557,2783.253,2438.555,2669.576,1976.513,2962.936,2871.261,2596.236,2317.544,2757.584,2841.925,3322.302,3171.955,3032.609,2739.249,2603.57,1631.815,2009.516,2214.868,1826.166,1602.479,1254.114,825.075,689.396,744.401,905.749,990.09,1239.446,1327.454,1448.465,1609.813,1474.134,1727.157,2222.202,2200.2,3366.306,4503.076,2636.573,1914.174
"Congo, Rep.",COG,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,223.687,267.691,238.355,234.688,267.691,245.689,308.028,322.696,451.041,498.712,377.701,403.37,374.034,359.366,370.367,337.364,528.048,300.694,238.355,275.025,275.025,319.029,1169.773,971.755,971.755,1081.765,865.412,1133.103,1290.784,1272.449,971.755,1041.428,1243.113,1114.768,1734.491,1147.771,1320.12,1914.174,355.699,363.033,557.384,766.403,575.719,883.747,913.083,887.414,1023.093,1122.102,1210.11,1576.81,1738.158,1932.509,2478.892,2533.897,2405.552,2357.881,2321.211
Colombia,COL,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,7939.055,9204.17,9515.865,10476.619,10967.997,11210.019,12306.452,12335.788,14297.633,14554.323,17377.913,18122.314,18602.691,19585.447,21726.975,20531.533,21836.985,22519.047,22555.717,23633.815,23923.508,23032.427,23553.141,25250.962,24660.575,25008.94,26156.711,26970.785,28301.906,29427.675,31136.497,32023.911,35679.91,36064.945,39592.599,31818.559,32603.297,34825.499,35386.55,30417.765,29350.668,28565.93,28745.613,29669.697,29548.686,30964.148,34000.424,34275.449,34081.098,35764.251,35727.581,35368.215,38947.207,45514.804,42397.854,43959.996,49196.472
Comoros,COM,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11.001,11.001,11.001,11.001,11.001,14.668,18.335,18.335,18.335,18.335,29.336,29.336,29.336,29.336,29.336,33.003,40.337,40.337,29.336,22.002,47.671,47.671,47.671,47.671,47.671,47.671,44.004,47.671,51.338,51.338,62.339,66.006,66.006,69.673,69.673,73.34,77.007,80.674,88.008,91.675,102.676,102.676,102.676,132.012,143.013,139.346,161.348,102.676,106.343,132.012,161.348,135.679,143.013,176.016,154.014,168.682,201.685
Cabo Verde,CPV,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,18.335,18.335,14.668,11.001,22.002,18.335,22.002,18.335,25.669,29.336,29.336,33.003,47.671,55.005,66.006,77.007,73.34,80.674,201.685,249.356,121.011,33.003,36.67,36.67,84.341,84.341,58.672,80.674,73.34,80.674,95.342,99.009,106.343,110.01,113.677,121.011,143.013,146.68,157.681,183.35,216.353,234.688,275.025,308.028,330.03,440.04,473.043,506.046,469.376,524.381,557.384,616.056,506.046,498.712,491.378,495.045,542.716
Costa Rica,CRI,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,491.378,491.378,550.05,601.388,660.06,788.405,935.085,821.408,971.755,1067.097,1158.772,1422.796,1631.815,1910.507,1760.16,1873.837,1906.84,2412.886,2676.91,2530.23,2189.199,2020.517,1873.837,1914.174,1767.494,2027.851,2332.212,2467.891,2662.242,2669.576,2647.574,2988.605,3443.313,3523.987,4800.103,4433.403,4334.394,4517.744,4774.434,4972.452,4950.45,5045.792,5526.169,5683.85,5874.534,5742.522,6255.902,6677.607,6787.617,6600.6,6703.276,6340.243,6343.91,6684.941,6787.617,6439.252,6926.963
Caribbean small states,CSS,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4202.382,7044.307,9948.571,4195.048,8320.423,9387.52,8764.13,10447.283,10238.264,10986.332,14590.993,18907.052,19475.437,23930.842,21979.998,24191.199,26571.082,29812.71,27704.185,27432.827,27220.141,21671.97,18070.976,14051.944,13960.269,14323.302,12999.515,14125.284,13842.925,15581.083,17458.587,17854.623,19057.399,18888.717,18268.994,19460.769,21026.578,19431.433,19926.478,21785.647,22119.344,22240.355,21110.919,22280.692,21572.961,22005.667,23164.439,22794.072,24117.859,21466.618,22313.695,21242.931,21026.578,22885.747,21110.919,21114.586,22504.379
Cuba,CUB,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,13384.55,11327.363,13655.908,12449.465,13652.241,13967.603,14616.662,15504.076,15493.075,16688.517,18129.648,19090.402,19915.477,21503.288,21844.319,25845.016,25808.346,27810.528,29075.643,30172.076,29702.7,30832.136,32610.631,28980.301,30663.454,30703.791,31646.21,31866.23,33512.713,33666.727,30850.471,27612.51,19963.148,19086.735,20564.536,24722.914,26164.045,23652.15,23322.12,23465.133,24081.189,23582.477,24238.87,23450.465,22852.744,23721.823,23545.807,22647.392,24770.585,25089.614,31158.499,26541.746,26835.106,25041.943,24524.896,26079.704,25254.629
Curacao,CUW,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5999.212,5214.474,5881.868,6120.223,5115.465
Cayman Islands,CYM,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11.001,11.001,11.001,11.001,11.001,11.001,18.335,14.668,22.002,44.004,36.67,44.004,55.005,58.672,55.005,55.005,66.006,69.673,91.675,91.675,161.348,154.014,161.348,168.682,183.35,190.684,201.685,216.353,223.687,256.69,249.356,271.358,311.695,333.697,366.7,363.033,385.035,407.037,429.039,429.039,465.709,465.709,484.044,484.044,462.042,473.043,484.044,572.052,583.053,557.384,557.384,586.72,535.382,535.382,546.383,557.384,546.383
Cyprus,CYP,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,843.41,817.741,858.078,938.752,964.421,1103.767,1191.775,1272.449,1503.47,1547.474,1573.143,1730.824,2189.199,2273.54,1756.493,1675.819,1954.511,2130.527,2255.205,2438.555,2592.569,2530.23,2570.567,2629.239,2618.238,2574.234,2970.27,3292.966,3454.314,3622.996,3887.02,4077.704,4653.423,4972.452,5687.517,4910.113,5515.168,5368.488,5731.521,5720.52,6153.226,6061.551,6160.56,6791.284,6336.576,6464.921,6750.947,7128.648,7517.35,7315.665,6970.967,6791.284,6406.249,5518.835,5687.517,5727.854,6079.886
Czechia,CZE,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19959.481,19218.747,19226.081,17810.619,18423.008,18250.659,19640.452,19053.732,18111.313,19288.42,19834.803,20362.851,21525.29,21448.283,20883.565,21598.63,21572.961,20876.231,19893.475,19490.105,18899.718,18470.679,19314.089,19937.479,20271.176
Germany,DEU,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333623.66,336696.606,340667.967,335226.139,336263.9,346692.848,340917.323,339773.219,324423.157,316880.138,326883.714,312322.057,304452.675,295292.509,288149.193,288790.918,254926.173,274702.304,259440.25,262982.572,252417.945,252436.28,258710.517,250800.798,253774.735,252344.605
Djibouti,DJI,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,40.337,44.004,47.671,66.006,84.341,121.011,139.346,88.008,121.011,84.341,139.346,161.348,190.684,179.683,194.351,198.018,198.018,198.018,201.685,363.033,348.365,300.694,348.365,348.365,352.032,359.366,377.701,388.702,348.365,388.702,322.696,337.364,337.364,337.364,330.03,330.03,333.697,348.365,341.031,341.031,366.7,366.7,399.703,421.705,407.037,414.371,410.704,462.042,498.712,458.375,517.047,473.043,480.377,498.712,528.048,539.049,531.715
Dominica,DMA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,11.001,11.001,11.001,14.668,14.668,14.668,14.668,22.002,22.002,18.335,25.669,25.669,25.669,25.669,29.336,29.336,29.336,25.669,25.669,33.003,36.67,36.67,40.337,40.337,44.004,47.671,47.671,47.671,55.005,58.672,58.672,58.672,58.672,62.339,66.006,80.674,73.34,80.674,77.007,80.674,102.676,110.01,102.676,117.344,143.013,143.013,143.013,183.35,165.015,161.348,172.349,154.014,165.015,168.682,176.016,176.016,179.683
Denmark,DNK,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,14176.622,16475.831,20212.504,23817.165,27326.484,29611.025,35012.516,35401.218,39845.622,46592.902,51433.342,49955.541,52834.136,48679.425,45591.811,43684.971,46556.232,46589.235,46589.235,45151.771,37223.717,32661.969,30494.772,29130.648,28162.56,29589.023,28371.579,26948.783,24836.591,23417.462,21994.666,22504.379,22148.68,22229.354,23542.14,24502.894,27374.155,26208.049,26112.707,25254.629,24381.883,24722.914,23831.833,22332.03,21917.659,21330.939,21800.315,21701.306,21363.942,19413.098,20205.17,18797.042,18034.306,17099.221,16472.164,16593.175,16846.198
Dominican Republic,DOM,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,953.42,913.083,1122.102,1133.103,1595.145,1441.131,1529.139,1411.795,2185.532,2460.557,2860.26,3223.293,4334.394,5672.849,6112.889,6046.883,6006.546,5181.471,5016.456,6365.912,5951.541,5694.851,5867.2,7363.336,6875.625,6791.284,7572.355,8595.448,8833.803,8870.473,8679.789,9273.843,9875.231,10810.316,11562.051,14866.018,16167.803,16761.857,16743.522,16802.194,18290.996,17909.628,19193.078,16688.517,14686.335,15515.077,15441.737,16189.805,15573.749,15247.386,15628.754,15573.749,15925.781,14873.352,14440.646,16633.512,17891.293
Algeria,DZA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,4374.731,4316.059,4140.043,4129.042,3784.344,4180.38,5977.21,6098.221,6538.261,7876.716,6842.622,7623.693,7264.327,9383.853,9614.874,11301.694,11045.004,13879.595,13175.531,15372.064,18635.694,18169.985,18657.696,22038.67,22786.738,22522.714,22779.404,25111.616,27308.149,25173.955,23223.111,26087.038,28701.609,28015.88,30476.437,27102.797,27429.16,30043.731,33116.677,22207.352,30890.808,28481.589,29519.35,31968.906,32845.319,31077.825,35261.872,38353.153,37392.399,44928.084,45401.127,46959.602,48580.416,51961.39,52900.142,55562.384,53519.865
East Asia & Pacific (excluding high income),EAP,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,56066.36717,61583.43865,60974.17405,64760.06825,74272.4943,84243.48311,97809.60402,103503.1193,121808.945,147216.9908,205432.4513,236772.465,261142.3247,291682.605,308627.4164,332531.3764,375639.945,409203.0711,447230.7642,450737.8523,452348.3247,439262.7776,441746.3535,460242.9413,455437.2035,472869.9257,496172.2513,521275.8114,566336.0232,587246.4853,570488.7676,623141.3686,681182.4795,744060.0722,747691.0111,821377.0655,891549.5447,968327.3986,921015.1642,940163.7824,1046836.367,1058532.391,1062067.972,1151177.479,1296007.93,1304720.859,1317647.238,1345131.837,1401006.798,1407596.501,1587975.411,1630157.578,1697367.415,1781790.422,1813180.437,1877702.32,1904453.508
Early-demographic dividend,EAR,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,250985.5366,262871.5453,272994.1194,288503.0333,313749.6608,332155.4295,354947.8496,368285.6923,416603.2006,445330.2794,489351.9729,541889.1925,546676.9685,604610.9505,644226.4852,684364.3227,739062.298,820988.1472,867510.9476,947207.5478,980112.6265,1028542.968,1095030.605,1121433.392,1117860.538,1165083.527,1213498.729,1242573.586,1296525.956,1341977.657,1288301.578,1410367.7,1501031.445,1538695.202,1554364.293,1555251.707,1610542.733,1640454.452,1717230.431,1803980.65,1921045.958,1930653.498,1915626.132,1981793.48,2041627.919,2042166.968,2119551.669,2140563.579,2287951.31,2395794.113,2381859.513,2379919.67,2518832.964,2527501.752,2649414.834,2710404.378,2654475.294
East Asia & Pacific,EAS,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,177835.9146,213638.6758,231820.1443,271814.3106,313749.3001,357265.1633,397662.7931,474110.8687,557235.6322,667334.9481,855456.1303,948617.9365,1041783.411,1136563.03,1135807.317,1142230.878,1244974.832,1318796.254,1363955.61,1407955.716,1362726.659,1299756.688,1276454.314,1286157.523,1290302.939,1259425.092,1306125.221,1330957.364,1453713.039,1536687.394,1574553.752,1629469.424,1750239.883,1829472.441,1898357.081,1973107.131,2076303.87,2151816.901,2025033.802,2087385.424,2202694.474,2158298.564,2166559.292,2232977.639,2363151.437,2359116.746,2317442.058,2339266.067,2366782.659,2336848.921,2537681.159,2576619.594,2656517.476,2717452.311,2713542.329,2769782.252,2778999.686
Europe & Central Asia (excluding high income),ECA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,576461.2174,627080.2234,706164.2838,772694.0609,834656.0713,892474.8286,958144.2581,1049227.904,1122838.568,1208097.887,1318539.355,1413947.38,1538686.467,1655852.23,1770182.243,1868058.107,1920409.128,1998553.599,2136039.415,2132909.335,2172094.773,2202631.454,2227502.293,2230292.763,2179509.611,2203248.414,2212061.317,1976478.89,1954104.191,1938708.496,1855990.599,1845202.293,1022251.477,905213.1742,711054.8543,684772.1715,635036.5522,601747.4178,594469.3105,571657.7831,575381.7291,573449.9557,573646.1514,582791.8912,593277.0441,580546.9592,601291.6864,605214.7285,622502.586,599594.837,596745.578,646044.726,645325.994,623654.024,637647.296,630540.65,671746.729
Europe & Central Asia,ECS,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1130683.06,1233950.465,1400584.491,1565199.845,1736678.684,1896065.184,2076613.279,2243429.477,2434272.802,2642304.384,2951112.034,3120252.167,3378425.604,3611562.578,3613088.891,3576910.342,3770107.143,3800958.367,4014066.171,4068225.676,3964008.018,3806625.42,3735740.475,3669321.228,3635220.434,3605176.68,3639572.889,3453121.408,3431930.271,3487079.418,3336304.28,3350673.889,2713494.11,2602736.304,2402866.169,2394838.364,2388012.881,2336904.991,2362379.398,2310779.482,2273233.773,2326912.78,2312200.071,2323942.122,2327156.943,2307427.781,2316737.712,2256545.286,2276640.053,2173319.332,2144583.428,2131950.648,2071526.296,2024913.539,2024410.431,2163011.003,2233132.66
Ecuador,ECU,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1664.818,1536.473,1459.466,1668.485,2002.182,2115.859,2233.203,2398.218,2867.594,2970.27,3472.649,3670.667,3997.03,4283.056,5082.462,6398.915,7102.979,6373.246,9196.836,10637.967,11870.079,15177.713,17605.267,17931.63,19383.762,17216.565,12797.83,13303.876,14623.996,17106.555,13523.896,13355.214,19350.759,21136.588,10656.302,19585.447,20879.898,15265.721,19295.754,18492.681,17341.243,19666.121,21250.265,22893.081,24678.91,26024.699,24565.233,27348.486,28866.624,30817.468,31231.839,30073.067,25830.348,34389.126,38177.137,36365.639,34257.114
"Egypt, Arab Rep.",EGY,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,14620.329,15276.722,16772.858,19596.448,22951.753,25316.968,24565.233,17088.22,20073.158,15104.373,16604.176,18514.683,21323.605,19442.434,20282.177,23138.77,26893.778,29596.357,31154.832,33135.012,38734.521,42632.542,47043.943,47887.353,52980.816,51906.385,59955.45,57531.563,55533.048,50806.285,52115.404,51884.383,53175.167,62808.376,53134.83,58151.286,53695.881,70439.403,82661.514,79603.236,85389.762,66486.377,57179.531,73354.668,75697.881,79276.873,83757.947,84832.378,92481.74,98799.981,94333.575,101069.854,97780.555,97292.844,118612.782,112114.858,114876.109
Euro area,EMU,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.396,770.07,843.41,744.401,568.385,597.721,586.72,608.722,583.053,693.063,748.068,744.401,528.048,542.716,385.035,480.377,480.377,498.712,531.715,539.049,568.385,594.054,612.389
Spain,ESP,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,14246.295,16765.524,21873.655,20447.192,27597.842,31778.222,39746.613,47626.996,56930.175,55797.072,72030.881,84146.649,97424.856,106904.051,123211.2,125910.112,141912.9,134241.536,146060.277,144131.435,147754.431,131733.308,124017.94,115140.133,111905.839,108708.215,99801.072,103394.732,117663.029,127252.234,119514.864,123900.596,129940.145,124421.31,134410.218,138278.903,139206.654,142708.639,151271.084,158957.116,160867.623,167075.854,168025.607,173592.113,179297.965,181901.535,181505.499,182616.6,174552.867,161872.381,155506.469,145832.923,133093.765,128627.359,129038.063,136577.415,140244.415
Estonia,EST,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3718.338,3905.355,3578.992,2519.229,2647.574,2544.898,2834.591,2706.246,1767.494,2251.538,2093.857,2130.527,2024.184,1965.512,1910.507,1888.505,1763.827,1331.121,1386.126,1283.45,1235.779,1026.76,817.741,491.378,1004.758
Ethiopia,ETH,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,311.695,300.694,352.032,381.368,381.368,575.719,748.068,997.424,1624.481,1554.808,1562.142,1745.492,1312.786,1690.487,1679.486,1136.77,1103.767,1012.092,1327.454,1800.497,1767.494,1800.497,1408.128,1760.16,1543.807,1690.487,2079.189,2405.552,2471.558,2640.24,2849.259,2841.925,2816.256,2852.926,2009.516,2258.872,2515.562,2676.91,2845.592,2838.258,3109.616,3905.355,4074.037,4422.402,4638.755,4338.061,4642.422,5214.474,5676.516,5720.52,5577.507,5647.18,6153.226,7396.339,8654.12,8885.141,9556.202
European Union,EUU,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451147.636,1443514.55,1464218.432,1441237.343,1470756.693,1508710.143,1493459.09,1524991.623,1491973.955,1454141.516,1511196.369,1501306.47,1498427.875,1492395.66,1479788.514,1469509.913,1417493.518,1413833.852,1338322.988,1319547.948,1273226.404,1213208.615,1188324.353,1175907.891,1263786.924,1291006.254
Fragile and conflict affected situations,FCS,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,42330.88761,41004.26628,37016.60031,44838.40641,44238.72023,50658.98483,60502.8325,56510.04735,61243.63227,73083.87252,73577.73903,74331.09472,80977.36603,84170.75709,109487.6936,110253.6052,122537.4882,128752.6727,132653.381,159008.2742,181148.5609,203803.6406,208156.3624,223030.9519,227626.4217,239278.323,239228.0993,234239.2105,267014.3683,273271.4058,245531.1752,262984.8723,300521.9901,298396.1182,289585.2311,287737.8681,272201.5454,287453.3742,315496.3442,329406.9874,329192.6933,360645.8954,378347.3274,409247.8222,376371.498,388388.9726,369350.8406,328944.2058,390069.3509,397659.7942,444070.3536,450807.6075,464429.217,474652.813,487821.01,446413.246,465837.345
Finland,FIN,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,7209.322,8027.063,9611.207,11719.732,14048.277,17212.898,21939.661,21261.266,24704.579,27586.841,30817.468,31880.898,34352.456,38547.504,34964.845,34645.816,36607.661,35874.261,33795.072,35104.191,35547.898,31671.879,28793.284,26505.076,24920.932,27949.874,33347.698,33600.721,28474.255,28507.258,25665.333,26519.744,22530.048,23193.775,24466.224,22324.696,25779.01,26527.078,27509.834,26472.073,23868.503,23677.819,26347.395,27128.466,28356.911,26589.417,27590.508,26365.73,26116.374,24660.575,25441.646,25078.613,23476.134,19882.474,23633.815,20938.57,22856.411
Fiji,FJI,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,176.016,161.348,212.686,223.687,399.703,319.029,293.36,315.362,366.7,407.037,491.378,502.379,535.382,586.72,612.389,539.049,425.372,678.395,605.055,729.733,700.397,986.423,733.4,612.389,476.71,487.711,517.047,432.706,520.714,557.384,707.731,583.053,652.726,656.393,649.059,667.394,722.399,689.396,671.061,689.396,748.068,971.755,792.072,946.086,1294.451,1026.76,1147.771,1085.432,825.075,737.067,1136.77,1004.758,986.423,1246.78,1551.141,2053.52,1936.176
France,FRA,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,77469.042,83728.611,94502.257,117707.033,134083.855,152341.848,160412.915,185729.883,202286.388,227328.331,259568.595,287232.443,316462.1,349479.768,329839.316,290052.366,327679.453,304614.023,328786.887,337525.348,313675.18,278383.972,261156.406,256205.956,242363.031,237683.939,239983.148,240965.904,233628.237,244812.587,227948.054,232909.505,220474.708,227302.662,208652.3,214083.127,228685.121,215498.589,226917.627,223356.97,214680.848,234497.316,229081.157,227533.683,230269.265,227973.723,224772.432,219095.916,216129.313,212667.665,201538.32,198696.395,194105.311,189268.538,185605.205,,
Faroe Islands,FRO,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,51.338,102.676,113.677,113.677,113.677,128.345,132.012,161.348,179.683,209.019,253.023,256.69,234.688,253.023,300.694,348.365,330.03,407.037,399.703,480.377,421.705,440.04,458.375,487.711,498.712,517.047,491.378,498.712,528.048,579.386,704.064,656.393,649.059,583.053,575.719,572.052,601.388,590.387,623.39,630.724,689.396,762.736,726.066,733.4,748.068,722.399,678.395,689.396,630.724,575.719,630.724,568.385,590.387,678.395,597.721,608.722,630.724
"Micronesia, Fed. Sts.",FSM,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.009,99.009,102.676,106.343,106.343,110.01,117.344,110.01,124.678,168.682,143.013,143.013,143.013,121.011,121.011,132.012,110.01,146.68,102.676,117.344,124.678,135.679,135.679,143.013,143.013
Gabon,GAB,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,121.011,150.347,69.673,55.005,172.349,194.351,359.366,979.089,1914.174,1386.126,1983.847,2273.54,2093.857,2313.877,2218.535,2266.206,2511.895,3234.294,4429.736,3384.641,3424.978,3252.629,3237.961,2665.909,2390.884,2159.863,2053.52,1488.802,1686.82,2229.536,847.077,876.413,1037.761,1081.765,707.731,861.745,1015.759,1023.093,1221.111,1059.763,1041.428,1257.781,1184.441,1158.772,1213.777,1400.794,1444.798,1576.81,1602.479,1551.141,1954.511,2189.199,2310.21,2577.901,2493.56,2442.222,2460.557
